Blue-124th;13.75;1.19
Blue-constance;6.56;1.08
Connect 1;7.97;1.12
Gold;15.68;1.29
Green;14.37;1.17
Purple;17.23;1.14
Red;10.84;1.13
11;6.75;1.0
12;11.1;1.04
14;6.78;1.15
15;14.41;1.1
18-121st;9.49;1.18
18-lapham;8.39;1.17
19-target;19.53;1.15
19-zellman;15.61;1.12
20;8.22;1.15
21;9.96;1.18
22;10.28;1.08
24;9.09;1.16
28;14.04;1.13
30;13.42;2.35
31;8.81;1.29
33;8.87;1.45
34;8.79;1.24
35;14.69;1.12
51;9.65;1.01
52;6.76;1.39
53;8.09;1.01
54;11.02;1.63
