2;2.92;1.16
5;4.05;1.59
6;8.19;2.5
7;5.34;1.53
8;4.2;1.81
10;6.82;2.07
11;4.87;1.5
12;6.1;1.85
14;7.86;1.65
15;1.68;1.15
16;5.63;1.24
18;12.25;1.24
link-1;7.27;1.97
link-2;5.75;1.83
link-4;20.54;1.1
manomet-cedarville;7.03;1.04
mayflower;12.75;1.97
middleborough-shuttle;5.2;1.79
middleborough-taunton;12.63;1.04
medway;4.55;1.01
sail;18.64;1.88
wareham-new-bedford;17.59;1.1
wareham-plymouth;25.99;1.75
